ID,Target
20150901_-41.5_-66.5,0
20150901_-41.5_-65.5,0
20150901_-41.5_145.5,0
20150901_-41.5_146.5,0
20150901_-41.5_147.5,0
20150901_-41.5_172.5,0
20150901_-41.5_173.5,0
20150901_-41.5_175.5,0
20150901_-40.5_-73.5,0
20150901_-40.5_-72.5,0
20150901_-40.5_-71.5,0
20150901_-40.5_-70.5,0
20150901_-40.5_-69.5,0
20150901_-40.5_-68.5,0
20150901_-40.5_-67.5,0
20150901_-40.5_-66.5,0
20150901_-40.5_-65.5,0
20150901_-40.5_-64.5,0
20150901_-40.5_-63.5,0
20150901_-40.5_-62.5,0
20150901_-40.5_175.5,0
20150901_-40.5_176.5,0
20150901_-39.5_-72.5,0
20150901_-39.5_-71.5,0
20150901_-39.5_-70.5,0
20150901_-39.5_-69.5,0
20150901_-39.5_-68.5,0
20150901_-39.5_-67.5,0
20150901_-39.5_-66.5,0
20150901_-39.5_-65.5,0
20150901_-39.5_-64.5,0
20150901_-39.5_-63.5,0
20150901_-39.5_-62.5,0
20150901_-39.5_174.5,0
20150901_-39.5_175.5,0
20150901_-39.5_176.5,0
20150901_-38.5_-73.5,0
20150901_-38.5_-72.5,0
20150901_-38.5_-71.5,0
20150901_-38.5_-70.5,0
20150901_-38.5_-69.5,0
20150901_-38.5_-68.5,0
20150901_-38.5_-67.5,0
20150901_-38.5_-66.5,0
20150901_-38.5_-65.5,0
20150901_-38.5_-64.5,0
20150901_-38.5_-63.5,0
20150901_-38.5_-62.5,0
20150901_-38.5_-61.5,0
20150901_-38.5_-60.5,0
20150901_-38.5_-59.5,0
20150901_-38.5_-58.5,0
20150901_-38.5_143.5,0
20150901_-38.5_145.5,0
20150901_-38.5_146.5,0
20150901_-38.5_175.5,0
20150901_-38.5_176.5,0
20150901_-38.5_177.5,0
20150901_-37.5_-73.5,0
20150901_-37.5_-72.5,0
20150901_-37.5_-71.5,0
20150901_-37.5_-70.5,0
20150901_-37.5_-69.5,0
20150901_-37.5_-68.5,0
20150901_-37.5_-67.5,0
20150901_-37.5_-66.5,0
20150901_-37.5_-65.5,0
20150901_-37.5_-64.5,0
20150901_-37.5_-63.5,0
20150901_-37.5_-62.5,0
20150901_-37.5_-61.5,0
20150901_-37.5_-60.5,0
20150901_-37.5_-59.5,0
20150901_-37.5_-58.5,0
20150901_-37.5_-57.5,0
20150901_-37.5_140.5,0
20150901_-37.5_141.5,0
20150901_-37.5_142.5,0
20150901_-37.5_143.5,0
20150901_-37.5_144.5,0
20150901_-37.5_145.5,0
20150901_-37.5_146.5,0
20150901_-37.5_147.5,0
20150901_-37.5_148.5,0
20150901_-37.5_149.5,0
20150901_-37.5_175.5,0
20150901_-36.5_-72.5,0
20150901_-36.5_-71.5,0
20150901_-36.5_-70.5,0
20150901_-36.5_-69.5,0
20150901_-36.5_-68.5,0
20150901_-36.5_-67.5,0
20150901_-36.5_-66.5,0
20150901_-36.5_-65.5,0
20150901_-36.5_-64.5,0
20150901_-36.5_-63.5,0
20150901_-36.5_-62.5,0
20150901_-36.5_-61.5,0
20150901_-36.5_-60.5,0
20150901_-36.5_-59.5,0
20150901_-36.5_-58.5,0
20150901_-36.5_-57.5,0
20150901_-36.5_140.5,0
20150901_-36.5_141.5,0
20150901_-36.5_142.5,0
20150901_-36.5_143.5,0
20150901_-36.5_144.5,0
20150901_-36.5_145.5,0
20150901_-36.5_146.5,0
20150901_-36.5_147.5,0
20150901_-36.5_148.5,0
20150901_-36.5_149.5,0
20150901_-36.5_174.5,0
20150901_-36.5_175.5,0
20150901_-35.5_-72.5,0
20150901_-35.5_-71.5,0
20150901_-35.5_-70.5,0
20150901_-35.5_-69.5,0
20150901_-35.5_-68.5,0
20150901_-35.5_-67.5,0
20150901_-35.5_-66.5,0
20150901_-35.5_-65.5,0
20150901_-35.5_-64.5,0
20150901_-35.5_-63.5,0
20150901_-35.5_-62.5,0
20150901_-35.5_-61.5,0
20150901_-35.5_-60.5,0
20150901_-35.5_-59.5,0
20150901_-35.5_-58.5,0
20150901_-35.5_-57.5,0
20150901_-35.5_137.5,0
20150901_-35.5_138.5,0
20150901_-35.5_139.5,0
20150901_-35.5_140.5,0
20150901_-35.5_141.5,0
20150901_-35.5_142.5,0
20150901_-35.5_143.5,0
20150901_-35.5_144.5,0
20150901_-35.5_145.5,0
20150901_-35.5_146.5,0
20150901_-35.5_147.5,0
20150901_-35.5_148.5,0
20150901_-35.5_149.5,0
20150901_-35.5_173.5,0
20150901_-34.5_-71.5,0
20150901_-34.5_-70.5,0
20150901_-34.5_-69.5,0
20150901_-34.5_-68.5,0
20150901_-34.5_-67.5,0
20150901_-34.5_-66.5,0
20150901_-34.5_-65.5,0
20150901_-34.5_-64.5,0
20150901_-34.5_-63.5,0
20150901_-34.5_-62.5,0
20150901_-34.5_-61.5,0
20150901_-34.5_-60.5,0
20150901_-34.5_-59.5,0
20150901_-34.5_-58.5,0
20150901_-34.5_-57.5,0
20150901_-34.5_-56.5,0
20150901_-34.5_-55.5,0
20150901_-34.5_-54.5,0
20150901_-34.5_19.5,0
20150901_-34.5_117.5,0
20150901_-34.5_118.5,0
20150901_-34.5_135.5,0
20150901_-34.5_137.5,0
20150901_-34.5_138.5,0
20150901_-34.5_139.5,0
20150901_-34.5_140.5,0
20150901_-34.5_141.5,0
20150901_-34.5_142.5,0
20150901_-34.5_143.5,0
20150901_-34.5_144.5,0
20150901_-34.5_145.5,0
20150901_-34.5_146.5,0
20150901_-34.5_147.5,0
20150901_-34.5_148.5,0
20150901_-34.5_149.5,0
20150901_-34.5_150.5,0
20150901_-33.5_-71.5,0
20150901_-33.5_-70.5,0
20150901_-33.5_-69.5,0
20150901_-33.5_-68.5,0
20150901_-33.5_-67.5,0
20150901_-33.5_-66.5,0
20150901_-33.5_-65.5,0
20150901_-33.5_-64.5,0
20150901_-33.5_-63.5,0
20150901_-33.5_-62.5,0
20150901_-33.5_-61.5,0
20150901_-33.5_-60.5,0
20150901_-33.5_-59.5,0
20150901_-33.5_-58.5,0
20150901_-33.5_-57.5,0
20150901_-33.5_-56.5,0
20150901_-33.5_-55.5,0
20150901_-33.5_-54.5,0
20150901_-33.5_-53.5,0
20150901_-33.5_18.5,0
20150901_-33.5_19.5,0
20150901_-33.5_20.5,0
20150901_-33.5_21.5,0
20150901_-33.5_22.5,0
20150901_-33.5_23.5,0
20150901_-33.5_24.5,0
20150901_-33.5_25.5,0
20150901_-33.5_26.5,0
20150901_-33.5_117.5,0
20150901_-33.5_118.5,0
20150901_-33.5_119.5,0
20150901_-33.5_120.5,0
20150901_-33.5_121.5,0
20150901_-33.5_122.5,0
20150901_-33.5_123.5,0
20150901_-33.5_134.5,0
20150901_-33.5_135.5,0
20150901_-33.5_136.5,0
20150901_-33.5_137.5,0
20150901_-33.5_138.5,0
20150901_-33.5_139.5,0
20150901_-33.5_140.5,0
20150901_-33.5_141.5,0
20150901_-33.5_142.5,0
20150901_-33.5_143.5,0
20150901_-33.5_144.5,0
20150901_-33.5_145.5,0
20150901_-33.5_146.5,0
20150901_-33.5_147.5,0
20150901_-33.5_148.5,0
20150901_-33.5_149.5,0
20150901_-33.5_150.5,0
20150901_-32.5_-71.5,0
20150901_-32.5_-70.5,0
20150901_-32.5_-69.5,0
20150901_-32.5_-68.5,0
20150901_-32.5_-67.5,0
20150901_-32.5_-66.5,0
20150901_-32.5_-65.5,0
20150901_-32.5_-64.5,0
20150901_-32.5_-63.5,0
20150901_-32.5_-62.5,0
20150901_-32.5_-61.5,0
20150901_-32.5_-60.5,0
20150901_-32.5_-59.5,0
20150901_-32.5_-58.5,0
20150901_-32.5_-57.5,0
20150901_-32.5_-56.5,0
20150901_-32.5_-55.5,0
20150901_-32.5_-54.5,0
20150901_-32.5_-53.5,0
20150901_-32.5_-52.5,0
20150901_-32.5_18.5,0
20150901_-32.5_19.5,0
20150901_-32.5_20.5,0
20150901_-32.5_21.5,0
20150901_-32.5_22.5,0
20150901_-32.5_23.5,0
20150901_-32.5_24.5,0
20150901_-32.5_25.5,0
20150901_-32.5_26.5,0
20150901_-32.5_27.5,0
20150901_-32.5_28.5,0
20150901_-32.5_116.5,0
20150901_-32.5_117.5,0
20150901_-32.5_118.5,0
20150901_-32.5_119.5,0
20150901_-32.5_120.5,0
20150901_-32.5_121.5,0
20150901_-32.5_122.5,0
20150901_-32.5_123.5,0
20150901_-32.5_124.5,0
20150901_-32.5_125.5,0
20150901_-32.5_134.5,0
20150901_-32.5_135.5,0
20150901_-32.5_136.5,0
20150901_-32.5_137.5,0
20150901_-32.5_138.5,0
20150901_-32.5_139.5,0
20150901_-32.5_140.5,0
20150901_-32.5_141.5,0
20150901_-32.5_142.5,0
20150901_-32.5_143.5,0
20150901_-32.5_144.5,0
20150901_-32.5_145.5,0
20150901_-32.5_146.5,0
20150901_-32.5_147.5,0
20150901_-32.5_148.5,0
20150901_-32.5_149.5,0
20150901_-32.5_150.5,0
20150901_-32.5_151.5,0
20150901_-31.5_-71.5,0
20150901_-31.5_-70.5,0
20150901_-31.5_-69.5,0
20150901_-31.5_-68.5,0
20150901_-31.5_-67.5,0
20150901_-31.5_-66.5,0
20150901_-31.5_-65.5,0
20150901_-31.5_-64.5,0
20150901_-31.5_-63.5,0
20150901_-31.5_-62.5,0
20150901_-31.5_-61.5,0
20150901_-31.5_-60.5,0
20150901_-31.5_-59.5,0
20150901_-31.5_-58.5,0
20150901_-31.5_-57.5,0
20150901_-31.5_-56.5,0
20150901_-31.5_-55.5,0
20150901_-31.5_-54.5,0
20150901_-31.5_-53.5,0
20150901_-31.5_-52.5,0
20150901_-31.5_-51.5,0
20150901_-31.5_18.5,0
20150901_-31.5_19.5,0
20150901_-31.5_20.5,0
20150901_-31.5_21.5,0
20150901_-31.5_22.5,0
20150901_-31.5_23.5,0
20150901_-31.5_24.5,0
20150901_-31.5_25.5,0
20150901_-31.5_26.5,0
20150901_-31.5_27.5,0
20150901_-31.5_28.5,0
20150901_-31.5_29.5,0
20150901_-31.5_116.5,0
20150901_-31.5_117.5,0
20150901_-31.5_118.5,0
20150901_-31.5_119.5,0
20150901_-31.5_120.5,0
20150901_-31.5_121.5,0
20150901_-31.5_122.5,0
20150901_-31.5_123.5,0
20150901_-31.5_124.5,0
20150901_-31.5_125.5,0
20150901_-31.5_126.5,0
20150901_-31.5_127.5,0
20150901_-31.5_128.5,0
20150901_-31.5_129.5,0
20150901_-31.5_130.5,0
20150901_-31.5_131.5,0
20150901_-31.5_132.5,0
20150901_-31.5_133.5,0
20150901_-31.5_134.5,0
20150901_-31.5_135.5,0
20150901_-31.5_136.5,0
20150901_-31.5_137.5,0
20150901_-31.5_138.5,0
20150901_-31.5_139.5,0
20150901_-31.5_140.5,0
20150901_-31.5_141.5,0
20150901_-31.5_142.5,0
20150901_-31.5_143.5,0
20150901_-31.5_144.5,0
20150901_-31.5_145.5,0
20150901_-31.5_146.5,0
20150901_-31.5_147.5,0
20150901_-31.5_148.5,0
20150901_-31.5_149.5,0
20150901_-31.5_150.5,0
20150901_-31.5_151.5,0
20150901_-31.5_152.5,0
20150901_-30.5_-71.5,0
20150901_-30.5_-70.5,0
20150901_-30.5_-69.5,0
20150901_-30.5_-68.5,0
20150901_-30.5_-67.5,0
20150901_-30.5_-66.5,0
20150901_-30.5_-65.5,0
20150901_-30.5_-64.5,0
20150901_-30.5_-63.5,0
20150901_-30.5_-62.5,0
20150901_-30.5_-61.5,0
20150901_-30.5_-60.5,0
20150901_-30.5_-59.5,0
20150901_-30.5_-58.5,0
20150901_-30.5_-57.5,0
20150901_-30.5_-56.5,0
20150901_-30.5_-55.5,0
20150901_-30.5_-54.5,0
20150901_-30.5_-53.5,0
20150901_-30.5_-52.5,0
20150901_-30.5_-51.5,0
20150901_-30.5_-50.5,0
20150901_-30.5_17.5,0
20150901_-30.5_18.5,0
20150901_-30.5_19.5,0
20150901_-30.5_20.5,0
20150901_-30.5_21.5,0
20150901_-30.5_22.5,0
20150901_-30.5_23.5,0
20150901_-30.5_24.5,0
20150901_-30.5_25.5,0
20150901_-30.5_26.5,0
20150901_-30.5_27.5,0
20150901_-30.5_28.5,0
20150901_-30.5_29.5,0
20150901_-30.5_30.5,0
20150901_-30.5_115.5,0
20150901_-30.5_116.5,0
20150901_-30.5_117.5,0
20150901_-30.5_118.5,0
20150901_-30.5_119.5,0
20150901_-30.5_120.5,0
20150901_-30.5_121.5,0
20150901_-30.5_122.5,0
20150901_-30.5_123.5,0
20150901_-30.5_124.5,0
20150901_-30.5_125.5,0
20150901_-30.5_126.5,0
20150901_-30.5_127.5,0
20150901_-30.5_128.5,0
20150901_-30.5_129.5,0
20150901_-30.5_130.5,0
20150901_-30.5_131.5,0
20150901_-30.5_132.5,0
20150901_-30.5_133.5,0
20150901_-30.5_134.5,0
20150901_-30.5_135.5,0
20150901_-30.5_136.5,0
20150901_-30.5_137.5,0
20150901_-30.5_138.5,0
20150901_-30.5_139.5,0
20150901_-30.5_140.5,0
20150901_-30.5_141.5,0
20150901_-30.5_142.5,0
20150901_-30.5_143.5,0
20150901_-30.5_144.5,0
20150901_-30.5_145.5,0
20150901_-30.5_146.5,0
20150901_-30.5_147.5,0
20150901_-30.5_148.5,0
20150901_-30.5_149.5,0
20150901_-30.5_150.5,0
20150901_-30.5_151.5,0
20150901_-30.5_152.5,0
20150901_-29.5_-70.5,0
20150901_-29.5_-69.5,0
20150901_-29.5_-68.5,0
20150901_-29.5_-67.5,0
20150901_-29.5_-66.5,0
20150901_-29.5_-65.5,0
20150901_-29.5_-64.5,0
20150901_-29.5_-63.5,0
20150901_-29.5_-62.5,0
20150901_-29.5_-61.5,0
20150901_-29.5_-60.5,0
20150901_-29.5_-59.5,0
20150901_-29.5_-58.5,0
20150901_-29.5_-57.5,0
20150901_-29.5_-56.5,0
20150901_-29.5_-55.5,0
20150901_-29.5_-54.5,0
20150901_-29.5_-53.5,0
20150901_-29.5_-52.5,0
20150901_-29.5_-51.5,0
20150901_-29.5_-50.5,0
20150901_-29.5_17.5,0
20150901_-29.5_18.5,0
20150901_-29.5_19.5,0
20150901_-29.5_20.5,0
20150901_-29.5_21.5,0
20150901_-29.5_22.5,0
20150901_-29.5_23.5,0
20150901_-29.5_24.5,0
20150901_-29.5_25.5,0
20150901_-29.5_26.5,0
20150901_-29.5_27.5,0
20150901_-29.5_28.5,0
20150901_-29.5_29.5,0
20150901_-29.5_30.5,0
20150901_-29.5_115.5,0
20150901_-29.5_116.5,0
20150901_-29.5_117.5,0
20150901_-29.5_118.5,0
20150901_-29.5_119.5,0
20150901_-29.5_120.5,0
20150901_-29.5_121.5,0
20150901_-29.5_122.5,0
20150901_-29.5_123.5,0
20150901_-29.5_124.5,0
20150901_-29.5_125.5,0
20150901_-29.5_126.5,0
20150901_-29.5_127.5,0
20150901_-29.5_128.5,0
20150901_-29.5_129.5,0
20150901_-29.5_130.5,0
20150901_-29.5_131.5,0
20150901_-29.5_132.5,0
20150901_-29.5_133.5,0
20150901_-29.5_134.5,0
20150901_-29.5_135.5,0
20150901_-29.5_136.5,0
20150901_-29.5_137.5,0
20150901_-29.5_138.5,0
20150901_-29.5_139.5,0
20150901_-29.5_140.5,0
20150901_-29.5_141.5,0
20150901_-29.5_142.5,0
20150901_-29.5_143.5,0
20150901_-29.5_144.5,0
20150901_-29.5_145.5,0
20150901_-29.5_146.5,0
20150901_-29.5_147.5,0
20150901_-29.5_148.5,0
20150901_-29.5_149.5,0
20150901_-29.5_150.5,0
20150901_-29.5_151.5,0
20150901_-29.5_152.5,0
20150901_-28.5_-70.5,0
20150901_-28.5_-69.5,0
20150901_-28.5_-68.5,0
20150901_-28.5_-67.5,0
20150901_-28.5_-66.5,0
20150901_-28.5_-65.5,0
20150901_-28.5_-64.5,0
20150901_-28.5_-63.5,0
20150901_-28.5_-62.5,0
20150901_-28.5_-61.5,0
20150901_-28.5_-60.5,0
20150901_-28.5_-59.5,0
20150901_-28.5_-58.5,0
20150901_-28.5_-57.5,0
20150901_-28.5_-56.5,0
20150901_-28.5_-55.5,0
20150901_-28.5_-54.5,0
20150901_-28.5_-53.5,0
20150901_-28.5_-52.5,0
20150901_-28.5_-51.5,0
20150901_-28.5_-50.5,0
20150901_-28.5_-49.5,0
20150901_-28.5_16.5,0
20150901_-28.5_17.5,0
20150901_-28.5_18.5,0
20150901_-28.5_19.5,0
20150901_-28.5_20.5,0
20150901_-28.5_21.5,0
20150901_-28.5_22.5,0
20150901_-28.5_23.5,0
20150901_-28.5_24.5,0
20150901_-28.5_25.5,0
20150901_-28.5_26.5,0
20150901_-28.5_27.5,0
20150901_-28.5_28.5,0
20150901_-28.5_29.5,0
20150901_-28.5_30.5,0
20150901_-28.5_31.5,0
20150901_-28.5_115.5,0
20150901_-28.5_116.5,0
20150901_-28.5_117.5,0
20150901_-28.5_118.5,0
20150901_-28.5_119.5,0
20150901_-28.5_120.5,0
20150901_-28.5_121.5,0
20150901_-28.5_122.5,0
20150901_-28.5_123.5,0
20150901_-28.5_124.5,0
20150901_-28.5_125.5,0
20150901_-28.5_126.5,0
20150901_-28.5_127.5,0
20150901_-28.5_128.5,0
20150901_-28.5_129.5,0
20150901_-28.5_130.5,0
20150901_-28.5_131.5,0
20150901_-28.5_132.5,0
20150901_-28.5_133.5,0
20150901_-28.5_134.5,0
20150901_-28.5_135.5,0
20150901_-28.5_136.5,0
20150901_-28.5_137.5,0
20150901_-28.5_138.5,0
20150901_-28.5_139.5,0
20150901_-28.5_140.5,0
20150901_-28.5_141.5,0
20150901_-28.5_142.5,0
20150901_-28.5_143.5,0
20150901_-28.5_144.5,0
20150901_-28.5_145.5,0
20150901_-28.5_146.5,0
20150901_-28.5_147.5,0
20150901_-28.5_148.5,0
20150901_-28.5_149.5,0
20150901_-28.5_150.5,0
20150901_-28.5_151.5,0
20150901_-28.5_152.5,0
20150901_-28.5_153.5,0
20150901_-27.5_-70.5,0
20150901_-27.5_-69.5,0
20150901_-27.5_-68.5,0
20150901_-27.5_-67.5,0
20150901_-27.5_-66.5,0
20150901_-27.5_-65.5,0
20150901_-27.5_-64.5,0
20150901_-27.5_-63.5,0
20150901_-27.5_-62.5,0
20150901_-27.5_-61.5,0
20150901_-27.5_-60.5,0
20150901_-27.5_-59.5,0
20150901_-27.5_-58.5,0
20150901_-27.5_-57.5,0
20150901_-27.5_-56.5,0
20150901_-27.5_-55.5,0
20150901_-27.5_-54.5,0
20150901_-27.5_-53.5,0
20150901_-27.5_-52.5,0
20150901_-27.5_-51.5,0
20150901_-27.5_-50.5,0
20150901_-27.5_-49.5,0
20150901_-27.5_-48.5,0
20150901_-27.5_15.5,0
20150901_-27.5_16.5,0
20150901_-27.5_17.5,0
20150901_-27.5_18.5,0
20150901_-27.5_19.5,0
20150901_-27.5_20.5,0
20150901_-27.5_21.5,0
20150901_-27.5_22.5,0
20150901_-27.5_23.5,0
20150901_-27.5_24.5,0
20150901_-27.5_25.5,0
20150901_-27.5_26.5,0
20150901_-27.5_27.5,0
20150901_-27.5_28.5,0
20150901_-27.5_29.5,0
20150901_-27.5_30.5,0
20150901_-27.5_31.5,0
20150901_-27.5_32.5,0
20150901_-27.5_114.5,0
20150901_-27.5_115.5,0
20150901_-27.5_116.5,0
20150901_-27.5_117.5,0
20150901_-27.5_118.5,0
20150901_-27.5_119.5,0
20150901_-27.5_120.5,0
20150901_-27.5_121.5,0
20150901_-27.5_122.5,0
20150901_-27.5_123.5,0
20150901_-27.5_124.5,0
20150901_-27.5_125.5,0
20150901_-27.5_126.5,0
20150901_-27.5_127.5,0
20150901_-27.5_128.5,0
20150901_-27.5_129.5,0
20150901_-27.5_130.5,0
20150901_-27.5_131.5,0
20150901_-27.5_132.5,0
20150901_-27.5_133.5,0
20150901_-27.5_134.5,0
20150901_-27.5_135.5,0
20150901_-27.5_136.5,0
20150901_-27.5_137.5,0
20150901_-27.5_138.5,0
20150901_-27.5_139.5,0
20150901_-27.5_140.5,0
20150901_-27.5_141.5,0
20150901_-27.5_142.5,0
20150901_-27.5_143.5,0
20150901_-27.5_144.5,0
20150901_-27.5_145.5,0
20150901_-27.5_146.5,0
20150901_-27.5_147.5,0
20150901_-27.5_148.5,0
20150901_-27.5_149.5,0
20150901_-27.5_150.5,0
20150901_-27.5_151.5,0
20150901_-27.5_152.5,0
20150901_-27.5_153.5,0
20150901_-26.5_-70.5,0
20150901_-26.5_-69.5,0
20150901_-26.5_-68.5,0
20150901_-26.5_-67.5,0
20150901_-26.5_-66.5,0
20150901_-26.5_-65.5,0
20150901_-26.5_-64.5,0
20150901_-26.5_-63.5,0
20150901_-26.5_-62.5,0
20150901_-26.5_-61.5,0
20150901_-26.5_-60.5,0
20150901_-26.5_-59.5,0
20150901_-26.5_-58.5,0
20150901_-26.5_-57.5,0
20150901_-26.5_-56.5,0
20150901_-26.5_-55.5,0
20150901_-26.5_-54.5,0
20150901_-26.5_-53.5,0
20150901_-26.5_-52.5,0
20150901_-26.5_-51.5,0
20150901_-26.5_-50.5,0
20150901_-26.5_-49.5,0
20150901_-26.5_15.5,0
20150901_-26.5_16.5,0
20150901_-26.5_17.5,0
20150901_-26.5_18.5,0
20150901_-26.5_19.5,0
20150901_-26.5_20.5,0
20150901_-26.5_21.5,0
20150901_-26.5_22.5,0
20150901_-26.5_23.5,0
20150901_-26.5_24.5,0
20150901_-26.5_25.5,0
20150901_-26.5_26.5,0
20150901_-26.5_27.5,0
20150901_-26.5_28.5,0
20150901_-26.5_29.5,0
20150901_-26.5_30.5,0
20150901_-26.5_31.5,0
20150901_-26.5_32.5,0
20150901_-26.5_113.5,0
20150901_-26.5_114.5,0
20150901_-26.5_115.5,0
20150901_-26.5_116.5,0
20150901_-26.5_117.5,0
20150901_-26.5_118.5,0
20150901_-26.5_119.5,0
20150901_-26.5_120.5,0
20150901_-26.5_121.5,0
20150901_-26.5_122.5,0
20150901_-26.5_123.5,0
20150901_-26.5_124.5,0
20150901_-26.5_125.5,0
20150901_-26.5_126.5,0
20150901_-26.5_127.5,0
20150901_-26.5_128.5,0
20150901_-26.5_129.5,0
20150901_-26.5_130.5,0
20150901_-26.5_131.5,0
20150901_-26.5_132.5,0
20150901_-26.5_133.5,0
20150901_-26.5_134.5,0
20150901_-26.5_135.5,0
20150901_-26.5_136.5,0
20150901_-26.5_137.5,0
20150901_-26.5_138.5,0
20150901_-26.5_139.5,0
20150901_-26.5_140.5,0
20150901_-26.5_141.5,0
20150901_-26.5_142.5,0
20150901_-26.5_143.5,0
20150901_-26.5_144.5,0
20150901_-26.5_145.5,0
20150901_-26.5_146.5,0
20150901_-26.5_147.5,0
20150901_-26.5_148.5,0
20150901_-26.5_149.5,0
20150901_-26.5_150.5,0
20150901_-26.5_151.5,0
20150901_-26.5_152.5,0
20150901_-25.5_-70.5,0
20150901_-25.5_-69.5,0
20150901_-25.5_-68.5,0
20150901_-25.5_-67.5,0
20150901_-25.5_-66.5,0
20150901_-25.5_-65.5,0
20150901_-25.5_-64.5,0
20150901_-25.5_-63.5,0
20150901_-25.5_-62.5,0
20150901_-25.5_-61.5,0
20150901_-25.5_-60.5,0
20150901_-25.5_-59.5,0
20150901_-25.5_-58.5,0
20150901_-25.5_-57.5,0
20150901_-25.5_-56.5,0
20150901_-25.5_-55.5,0
20150901_-25.5_-54.5,0
20150901_-25.5_-53.5,0
20150901_-25.5_-52.5,0
20150901_-25.5_-51.5,0
20150901_-25.5_-50.5,0
20150901_-25.5_-49.5,0
20150901_-25.5_-48.5,0
20150901_-25.5_15.5,0
20150901_-25.5_16.5,0
